,date,tweet
1589,2022-08-16 ~ 2022-08-17,"환승연애 캠게 찬밍

찬은 미련 1도 없고 그냥 연하가 부탁해서 나간거고 오히려 밍은 미련 ㅈㄴ남아서 나가자고 한거임 감정기복있고 다정하게 구는거에 서툰 연하가 충동적인 감정때문에 헤어진거였을듯
권태기? 그딴게 올 정도로 사귀지도 못했을듯 그냥 다른 연인들과 다를거 없이 사귀다가"
1590,2022-08-16 ~ 2022-08-17,"환승연애 #숑젱

환승
; 다른 XX으로 갈아타다.
 혹은

다음 XX(으)로 갈아타다."
1591,2022-08-16 ~ 2022-08-17,김︤준︤규︤라는 남자 환승연애 입주할때 이러고 나타날 것 같다
1592,2022-08-16 ~ 2022-08-17,트친들이랄 비밀체인지하트인남의환승연애시그널데이즈 찍고 싶다고.
1593,2022-08-16 ~ 2022-08-17,"ยอดวิวที่น้องพูดประโยคนิ่มๆคือปาไป4แสนกว่า555555555

[환승연애2] 뱀뱀의 묵직한 한마디ㅋㅋㅋ https://youtube.com/shorts/pYzKi8Q3-iI?feature=share… ผ่าน @YouTube"
1594,2022-08-16 ~ 2022-08-17,"스토브리그에 사랑이 없다고?

거의 환승연애인데
얼마나 엮을게 많는데

이런발언좀그런가요,,,,"
1595,2022-08-16 ~ 2022-08-17,환승연애 이 싸이코패스같은 프로그램
1596,2022-08-16 ~ 2022-08-17,전애인한테 연락해서(받아서) 환승연애 출연
1597,2022-08-16 ~ 2022-08-17,진짜.. 요즘 애들한테는 환승연애2 태이같은 놈이 젤 먹히는구나
1598,2022-08-16 ~ 2022-08-17,"저는 환승연애시청자가아니라
떡밥무한창조아티스트예요"
1599,2022-08-16 ~ 2022-08-17,잼동 언제 나 몰래 환승연애 나감?
1600,2022-08-16 ~ 2022-08-17,자전심 상해 연애프로 너무 좋아하는 것 같아서 내가 진짜 환승연애는 죽어도 안본다해놓고 지금…. 대리이별 203948번째임…..
1601,2022-08-16 ~ 2022-08-17,"이게 무슨 소리야 
그러니까 우리나라로 치면 환승연애나 솔로지옥 같은 프로그램 주제곡 같은게 투바투 노래인 거잖아?"
1602,2022-08-16 ~ 2022-08-17,#투모로우바이투게더 일본 3rd 싱글 「GOOD BOY GONE BAD」 수록곡 ‘君じゃない誰かの愛し方 (Ring)’ 일본 오리지널 연애 프로그램 'HEART SIGNAL JAPAN' 주제가 선정
1603,2022-08-16 ~ 2022-08-17,난 사실 환승연애보고 저녁에 썸남이랑 전화하면서 꼬맹이 소리 듣고 여자 여럿이 모여서 남자얘기하고 못된고양이st 반지 받고 기뻐하는게 정상성이라는게 더 구라같음
1604,2022-08-16 ~ 2022-08-17,"@: 환승연애 아히루 잠깐 생각햇다가 개지랄하다가 퇴소당할 아곤 생각하고 행복해짐 모든데이트를따라나갈듯요

웃겨서 침뱉음이거보고"
1605,2022-08-16 ~ 2022-08-17,근데 생각해보니 원작이 아히루 환승연애임 이미친것
1606,2022-08-16 ~ 2022-08-17,영아준팍환승연애나가자
1607,2022-08-16 ~ 2022-08-17,"환승연애2 - 환승연애2 7화,8화 해은X규민&나연X희두&태이 복잡한 사각관계!? 나이,직업,MBTI,인스타 

https://cafe.naver.com/windows10user/26458…
#환승연애2 #복잡한 #삼각관계 #귀엽고귀엽다"
1608,2022-08-16 ~ 2022-08-17,"제 비계 오실 트친분,, 주로 일상 여돌 이런 얘기고 요즘엔 환승연애 얘기 많아요 흔적 남겨주시면 찾아갈게요 "
1609,2022-08-16 ~ 2022-08-17,"남자 8명이 환승 연애 처럼 소개팅 하는겁니다 캬꺄 제가 미는커플  창정 ㅎ
정현이 21살 
창민이 28살 ㅎ"
1610,2022-08-16 ~ 2022-08-17,"환승연애 - I Can't Die I'm All In https://posty.pe/l682xb #칼윈 #딤님 #김김 #윶녕 #postype

이시대에꼭필요한선생님이나타나셨내요"
1611,2022-08-16 ~ 2022-08-17,"환승연애 - I Can't Die I'm All In https://posty.pe/l682xb #칼윈 #딤님 #김김 #윶녕 #postype

이시대에꼭필요한선생님이나타나셨내요"
1612,2022-08-16 ~ 2022-08-17,"티빙팟 4인팟 두자리 들어오실 분 구합니다
3475원
성인인증 O
여자분만 받아요
일단 환승연애2 끝날 때까지만 할 사람 구해요"
1613,2022-08-16 ~ 2022-08-17,"아 정말 찐 환승연애는 본 적 없는데 환승연애 홍윤 개재밌다,,,"
1614,2022-08-16 ~ 2022-08-17,"젱양 환승연애출연하묜..
양정언 인스타도안하고 유튜브도안하고 홍보할것도없는데
헤어진지 2년된 박종승한테
형..저랑환승연애나갈래요
라고 보내서 박종승얼떨결에 출연
양정언 처음부터끝까지 직진
박종승한테만 문자보냄
프로그램 끝나고나면 당연히재결합
이럴거면왜헤어짐… 개황당"
1615,2022-08-16 ~ 2022-08-17,환승연애2 7화 리뷰(스포있습니다) 민기의 퇴소 충격과 희두의 등장에 새로운 긴장감.
1616,2022-08-16 ~ 2022-08-17," 반려동물

‘나를 설레게 한 남자’ 픽 받는 &lt;환승연애2> 데이트 장소는 어디?

68754-821314"
1617,2022-08-16 ~ 2022-08-17,환승연애 합작 백업입니다! 푸슝깅이 올려달라 해서 올려요!
1618,2022-08-16 ~ 2022-08-17,이게대체 환승연애계정인지 앙상블스타즈하는계정인지
1619,2022-08-16 ~ 2022-08-17,들어가면서 환승연애 제작진 일동 보고 레알 깔깔 웃으면서 들어감 ㅜ
1620,2022-08-16 ~ 2022-08-17,연애는직진 보니깐 나중엔 연예인판 환승연애도 가능할것같다
1621,2022-08-16 ~ 2022-08-17,허윤진언니랑 환승연애 나가는 상상까지함. 내가 해은롤입니다 . ..
1622,2022-08-16 ~ 2022-08-17,"링구님에게..(@lingozoa) 안녕하세요? 저는 갱찬러 윤호경..아니 ‘영대’입니다. 제가 여쭈어 볼게 있어서 그러는데요, 저는요, 환승연애썰 다음이 빨리 나와야 한다고 생각해서요, 환승연애썰 다음이 언제 나오는지 여쭈어 보려고 트위터 메시지를 드리는 거에요."
1623,2022-08-16 ~ 2022-08-17,진짜 환승연애 포맷은 너무 미쳤음
1624,2022-08-16 ~ 2022-08-17,무중력 도입부 약간 환승연애 반전이나 뭐 딱 공개되는 순간에 나올 거 같은 음악임 뭔지 아시는 분
1625,2022-08-16 ~ 2022-08-17,환승연애 보는데 뱀뱀 말하는거 개웃김 ㅋㅋㅋㅋㅋㅋ
1626,2022-08-16 ~ 2022-08-17,"(중략)

그래서 왜 친구 사이로도 괜찮다고 생각했는데?
그거야... 연인 사이의 끝은 다 안 좋잖아.
우리가 결혼할 수도 있는 거 아냐?
하지만 매체에 나오는 수많은 부부들과 커플들의 엔딩은 전부 처참했는걸
.
수요일에 하는 0000 변호사의 이혼 클리닉만 봐도
이혼 클리닉
환승연애, 잠수연애.."
1627,2022-08-16 ~ 2022-08-17,환승연애가뭐길래
1628,2022-08-16 ~ 2022-08-17,"너 우영우 봐?
아니(사실 봐)
그럼 환승연애는 봐?
아니(사실 봐)
그럼 뿅뿅 지구오락실은? 
안봐(사실 봐)

그럼 대체 뭘 보는거야?

【　김우석..?　】"
1629,2022-08-16 ~ 2022-08-17,"하트시그널이 근데 뭐야.. 나만 모르나..
환승연애 같은 프로그램인가?"
1630,2022-08-16 ~ 2022-08-17,원우랑 환승연애 나가고싶다..
1631,2022-08-16 ~ 2022-08-17,체인지데이즈 보다가 환승연애 보니까 너무 순해 ㅠ ㅋㅋㅋㅋ
1632,2022-08-16 ~ 2022-08-17,환승연애는 왜이렇게재밋을까..?? 난 남의 연애 보는게 그러케 재밋더라..
1633,2022-08-16 ~ 2022-08-17,"""너무 더러워 버섯 피겠다""…연애 프로 '환승연애2' 숙소 위생 논란"
1634,2022-08-16 ~ 2022-08-17,환연2 보면서 오이카게 보쿠아카 아츠키타 스나오사 서로 엑스로 환승연애 나오는 거 보고싶다고 생각함 상상이 잘 안 되긴 하는데 사실 쥰내 잘 됨
1635,2022-08-16 ~ 2022-08-17,나도 환승연애 안봐 근데 난 남의연애 봐
1636,2022-08-16 ~ 2022-08-17,"웅..
솔직히 나 환승연애2 김현우 좋아했어"
1637,2022-08-16 ~ 2022-08-17,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 선생님 환승연애 영상 너무 …
● 제효이 뎁 사진 언제 어디에…
● 아니 몽견님이라고 하니까 님…
● 몽겨니는 착하다
#질문상자 #익명질문모집중"
1638,2022-08-16 ~ 2022-08-17,원우랑 환승연애 나가고싶다..
1639,2022-08-16 ~ 2022-08-17,체인지데이즈 보다가 환승연애 보니까 너무 순해 ㅠ ㅋㅋㅋㅋ
1640,2022-08-16 ~ 2022-08-17,환승연애는 왜이렇게재밋을까..?? 난 남의 연애 보는게 그러케 재밋더라..
1641,2022-08-16 ~ 2022-08-17,"""너무 더러워 버섯 피겠다""…연애 프로 '환승연애2' 숙소 위생 논란"
1642,2022-08-16 ~ 2022-08-17,환연2 보면서 오이카게 보쿠아카 아츠키타 스나오사 서로 엑스로 환승연애 나오는 거 보고싶다고 생각함 상상이 잘 안 되긴 하는데 사실 쥰내 잘 됨
1643,2022-08-16 ~ 2022-08-17,나도 환승연애 안봐 근데 난 남의연애 봐
1644,2022-08-16 ~ 2022-08-17,"웅..
솔직히 나 환승연애2 김현우 좋아했어"
1645,2022-08-16 ~ 2022-08-17,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 선생님 환승연애 영상 너무 …
● 제효이 뎁 사진 언제 어디에…
● 아니 몽견님이라고 하니까 님…
● 몽겨니는 착하다
#질문상자 #익명질문모집중"
1646,2022-08-16 ~ 2022-08-17,환승연애.. 냅다 나가보자고요...
1647,2022-08-16 ~ 2022-08-17,"남자편 환승 연애 임다 ㅎ 남의 연애 라고
남자 8명이 소개팅 하는거요"
1648,2022-08-16 ~ 2022-08-17,"""너무 더러워 버섯 피겠다""
연애 프로 '환승연애2' 숙소 위생 논란  #뉴스1

거실 나뒹군 술병·과자 부스러기…부엌엔 음식쓰레기 쌓여 파리까지"
1649,2022-08-16 ~ 2022-08-17,샘아 제발 환승연애좀 그만봐요
1650,2022-08-18 ~ 2022-08-19,환승연애 #원혁 、、、
1651,2022-08-18 ~ 2022-08-19,환승연애 X 공개 #윶녕
1652,2022-08-18 ~ 2022-08-19,오늘 야구 요약 : 환승연애
1653,2022-08-18 ~ 2022-08-19,환승연애 60초 예고 #윶녕
1654,2022-08-18 ~ 2022-08-19,뽀름 환승연애
1655,2022-08-18 ~ 2022-08-19,마쯔윤 환승연애현실판ezr
1656,2022-08-18 ~ 2022-08-19,"양황 환승연애 나오기 전 마지막 연락 이거일 것 같음 

연하가 보낸 마지막 문자 읽씹해놓고 환승연애 같이 나갈 생각 있냐는 연락 보내는 연상.............."
1657,2022-08-18 ~ 2022-08-19,"맠동 환승연애 뭐 이런 곳 나가면
동떤남자 인기 개많을 거 같지 않냐고..
매일 데이트신청 받고 나갔다오고
맠떤남자 속 타는 소리 시청자들한테 다 들림 ㅋㅠ
#맠동"
1658,2022-08-18 ~ 2022-08-19,"금주 <환승연애2> 는 9화 한 편이 공개될 예정입니다.
8월 19일 금요일 4시 티빙에서 만나요! 

이별한 커플들의 연애 정거장
티빙 오리지널 [환승연애2] 매주 금요일 오후 4시 오직 TVING

#티빙오리지널 #환승연애2 #환승연애 #정기석 #이용진 #김예원 #유라 #TVING"
1659,2022-08-18 ~ 2022-08-19,아 ㅅ발 편집 환승연애 개웃기네 기잘 https://twitter.com/i_hes_you/status/1560252482726805504/video/1…
1660,2022-08-18 ~ 2022-08-19,"하진심 권웅비가 저러고 벽에 기대서 올려다보는게 ㄹㅇ 호모레전드같음..
카메라만 쫌 멀리 위에서 찍엇으면 환승연애 한장면임 ㅇㅈ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나죽어띠발"
1661,2022-08-18 ~ 2022-08-19,둘이 뭐.. 환승연애 찍으세요?
1662,2022-08-18 ~ 2022-08-19,"미노이의 요리조리 시즌3 | EP.15 예고편 | 우원재

 미노이의 요리조리 시즌3
‍ 다시 만난 두 사람…
 내일 오후 8시 요리조리가 찾아옵니다
TOMORROW at 8PM(KST)
on AOMGOFFICIAL Youtube Channel

#미노이 #우원재 #우원재미노이
#미노이의요리조리 #yorizori
#AOMG #8BALLTOWN"
1663,2022-08-18 ~ 2022-08-19,죄송한데 지금 이거 야구가 아니라 환승연애인가요?
1664,2022-08-18 ~ 2022-08-19,"https://cms.ize.co.kr/news/articleView.html?idxno=53134…
또다시 설렘 자극하는 기묘한 동거 ‘환승연애2’"
1665,2022-08-18 ~ 2022-08-19,"근데 윶녕은 왜 환연생각이 안 날까...
이들은 권태기는 와도 절대 깨지지 않을 것이기 때문이다...
이 레즈녀들의 프로는 환승연애가 아님
체인지데이즈임
체데 나가서 둘이 뚱..하게 있다가도 다른 커플이 상대방에게 관심 보이면 그날 데이트 갔다온 사진 보면서 질투 오지게하는...그런 커플이다"
1666,2022-08-18 ~ 2022-08-19,"재원은오환승연애띠바아아아알
이떤여자 박재원한테 눈길도 안주는 반면 박떤남자 첫날부터 마지막선택까지 이은오고름 누가봐도 엑스인거 ㅈㄴ 티냄 이용진이 걍 둘이 사귀고 퇴소하라고함"
1667,2022-08-18 ~ 2022-08-19,"내 코에 불만 크게 없었는데 환승연애 규민? 보니까 코가 인상을 정말 확 바꾸길래..
넘 혹했음.."
1668,2022-08-18 ~ 2022-08-19,"환승연애 보다가 조떤남자 환승연애 영상보고 울고웃고토하고,
다시 환승연애보다가 조떤남자 환승연애 상상하고 
걍 내가 코코?내가 보현? 내가 지연?
ㅇㅈㄹ 하고있다"
1669,2022-08-18 ~ 2022-08-19,"씨발 왜 환승연애처럼 편집햇냐고요
(존나과몰입함)"
1670,2022-08-18 ~ 2022-08-19,"미노이의 요리조리 시즌3 | EP.15 예고편 | 우원재

 미노이의 요리조리 시즌3
‍ 다시 만난 두 사람…
 내일 오후 8시 요리조리가 찾아옵니다
TOMORROW at 8PM(KST)
on AOMGOFFICIAL Youtube Channel

#미노이 #우원재 #우원재미노이
#미노이의요리조리 #yorizori
#AOMG #8BALLTOWN"
1671,2022-08-18 ~ 2022-08-19,환승연애 나올 것 같은 분위기네요
1672,2022-08-18 ~ 2022-08-19,내 주변에 환승연애 나는솔로 이런거 보는애들 한명도 엄ㅅ어서 진짜 저거 왜보는지 궁금함
1673,2022-08-18 ~ 2022-08-19,환승연애에 제출할 사진 다 골랐다
1674,2022-08-18 ~ 2022-08-19,헉헉 내일 환승연애 올라온다.
1675,2022-08-18 ~ 2022-08-19,정명석 우영우 환승연애 찍나요? 이쪽이 사귀는 거 같은데
1676,2022-08-18 ~ 2022-08-19,정현이의 환승연애 ㅋㅋ
1677,2022-08-18 ~ 2022-08-19,승석아.. 남의환승연애…라는거.. 함만 해주면 안대?
1678,2022-08-18 ~ 2022-08-19,buồn cười vãi quả bgm của 환승연애 chứ =)))
1679,2022-08-18 ~ 2022-08-19,환승연애예고편같다
1680,2022-08-18 ~ 2022-08-19,"닠양 환승연애
잘되기 위해서 x
이제진짜끝내기위해서 o
근데 다른 사람이랑 잘 되는 꼴 보니까 야마가존나돌아서카메라앞에서싸움
내가 갖긴 싫지만 네가 다른 사람을 만난다니 용서할수없어"
1681,2022-08-18 ~ 2022-08-19,"아니 우리 엄마 요즘 환승연애 빠져서 자꾸 나보고 너도 나가보래
진짜 어이없음 환승이나 먼저 할 수 있는지 물어봐야하는거 아닌가
내가 거기 가면 걍 탑승이라고요
아니 근데 이유도 어이없음ㅜ
저기가서 인생을 배워보래
뭔소리고"
1682,2022-08-18 ~ 2022-08-19,환승연앸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅁㅊ 개터짐 진짜 천재세요
1683,2022-08-18 ~ 2022-08-19,'환승연애2' 이어 임영웅…홈런 친 티빙 (출처 : JTBC | 네이버 TV연예) https://naver.me/G0IiryNt
1684,2022-08-18 ~ 2022-08-19,안녕하세요 환승연애2 보다 왔습니다
1685,2022-08-18 ~ 2022-08-19,환승연애 타래 딱 한번만 복습하고 혐생 살러 갈게…… 
1686,2022-08-18 ~ 2022-08-19,뒤끝있는 환승연애
1687,2022-08-18 ~ 2022-08-19,45. 헤어질 때 제일 최악인 유형
1688,2022-08-18 ~ 2022-08-19,"아이돌 자컨으로 환승연애 패러디 해줫으면,
물론 그룹내 환승연애입니다"
1689,2022-08-18 ~ 2022-08-19,ㅅㅂ 미노이 요리조리 우원재 예고편 환승연애 편집이잔하요ㅠㅠㅠㅠㅠㅠ 하 미치겟듬 개웃기네
1690,2022-08-18 ~ 2022-08-19,아이콘으로 누가 환승 연애 영상 좀 만들어 주세요 예 맡겨 놨어요
1691,2022-08-18 ~ 2022-08-19,"ANJIRRR KONSEPNYA KEK EX-COUPLE"" di 환승연애 ㅋㅋㅋ mana bgmnya juga lagi"
1692,2022-08-18 ~ 2022-08-19,"미노이의 요리조리 시즌3 | EP.15 예고편 | 우원재

 미노이의 요리조리 시즌3
‍ 다시 만난 두 사람…
 내일 오후 8시 요리조리가 찾아옵니다
TOMORROW at 8PM(KST)
on AOMGOFFICIAL Youtube Channel

#미노이 #우원재 #우원재미노이
#미노이의요리조리 #yorizori
#AOMG #8BALLTOWN"
1693,2022-08-18 ~ 2022-08-19,환승연애 사운드트랙 잘쓰는게 개꼴받음 ** ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
1694,2022-08-18 ~ 2022-08-19,환승연애2 8화 리뷰(스포있습니다) 희두로 인해 깊어지는 나연의 고민. 가슴 아픈 해은의 규민 바라기 https://syreviewer0914.tistory.com/entry/%ED%99%98%EC%8A%B9%EC%97%B0%EC%95%A02-8%ED%99%94-%EB%A6%AC%EB%B7%B0%EC%8A%A4%ED%8F%AC%EC%9E%88%EC%8A%B5%EB%8B%88%EB%8B%A4-%ED%9D%AC%EB%91%90%EB%A1%9C-%EC%9D%B8%ED%95%B4-%EA%B9%8A%EC%96%B4%EC%A7%80%EB%8A%94-%EB%82%98%EC%97%B0%EC%9D%98-%EA%B3%A0%EB%AF%BC-%EA%B0%80%EC%8A%B4-%EC%95%84%ED%94%88-%ED%95%B4%EC%9D%80%EC%9D%98-%EA%B7%9C%EB%AF%BC-%EB%B0%94%EB%9D%BC%EA%B8%B0…
1695,2022-08-18 ~ 2022-08-19,빵밀 환승연애 정권찌르기 3일차
1696,2022-08-18 ~ 2022-08-19,이래서 사람들이 환승연애를 보는구나
1697,2022-08-18 ~ 2022-08-19,하.. 환승연애 보세요 난 극성 민재보현파였음......
1698,2022-08-18 ~ 2022-08-19,"너는 해가 될까 나를 부셔~
어쩌면 해가 될까 눈이 부신~~"
1699,2022-08-18 ~ 2022-08-19,요즘 노동 배경영상으로 틀어놓는 게 환승연애2인데 뭔 격주로 한편공개했다 두편공개했다 지맘대로 편성이네
1700,2022-08-18 ~ 2022-08-19,하긴 뭐 지 모노라해놓고 환승연애하고 빚갚게한사람도 있는데..그건 모노 논모노 폴리의 문제가 아니라 인성문제라고 생각합니다
1701,2022-08-18 ~ 2022-08-19,환승연애랰ㅋㅋㅋㅋㅋ
1702,2022-08-18 ~ 2022-08-19,환승연애 마땅한 브금이 업내
1703,2022-08-18 ~ 2022-08-19,"남성역에 동근이 숯불치킨 있어

낼 시켜서 환승연애 볼때 먹어야지"
1704,2022-08-18 ~ 2022-08-19,[환승연애2] 과몰입 팬심으로 뮤비까지 만들어 보았어요! BGM 삽입곡 노래 DXWAVE(디엑스웨이브) - Love You Baby https://youtu.be/l9h2Rmc7YUU - @YouTube
1705,2022-08-18 ~ 2022-08-19,맠동 환승연애 보내버리는 상상
1706,2022-08-18 ~ 2022-08-19,아이콘으로 누가 환승 연애 영상 좀 만들어 주세요 예 맡겨 놨어요
1707,2022-08-18 ~ 2022-08-19,"ANJIRRR KONSEPNYA KEK EX-COUPLE"" di 환승연애 ㅋㅋㅋ mana bgmnya juga lagi"
1708,2022-08-18 ~ 2022-08-19,"미노이의 요리조리 시즌3 | EP.15 예고편 | 우원재

 미노이의 요리조리 시즌3
‍ 다시 만난 두 사람…
 내일 오후 8시 요리조리가 찾아옵니다
TOMORROW at 8PM(KST)
on AOMGOFFICIAL Youtube Channel

#미노이 #우원재 #우원재미노이
#미노이의요리조리 #yorizori
#AOMG #8BALLTOWN"
1709,2022-08-18 ~ 2022-08-19,환승연애 사운드트랙 잘쓰는게 개꼴받음 ** ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
1710,2022-08-18 ~ 2022-08-19,환승연애2 8화 리뷰(스포있습니다) 희두로 인해 깊어지는 나연의 고민. 가슴 아픈 해은의 규민 바라기 https://syreviewer0914.tistory.com/entry/%ED%99%98%EC%8A%B9%EC%97%B0%EC%95%A02-8%ED%99%94-%EB%A6%AC%EB%B7%B0%EC%8A%A4%ED%8F%AC%EC%9E%88%EC%8A%B5%EB%8B%88%EB%8B%A4-%ED%9D%AC%EB%91%90%EB%A1%9C-%EC%9D%B8%ED%95%B4-%EA%B9%8A%EC%96%B4%EC%A7%80%EB%8A%94-%EB%82%98%EC%97%B0%EC%9D%98-%EA%B3%A0%EB%AF%BC-%EA%B0%80%EC%8A%B4-%EC%95%84%ED%94%88-%ED%95%B4%EC%9D%80%EC%9D%98-%EA%B7%9C%EB%AF%BC-%EB%B0%94%EB%9D%BC%EA%B8%B0…
1711,2022-08-18 ~ 2022-08-19,빵밀 환승연애 정권찌르기 3일차
1712,2022-08-18 ~ 2022-08-19,이래서 사람들이 환승연애를 보는구나
1713,2022-08-18 ~ 2022-08-19,하.. 환승연애 보세요 난 극성 민재보현파였음......
1714,2022-08-18 ~ 2022-08-19,"너는 해가 될까 나를 부셔~
어쩌면 해가 될까 눈이 부신~~"
1715,2022-08-18 ~ 2022-08-19,요즘 노동 배경영상으로 틀어놓는 게 환승연애2인데 뭔 격주로 한편공개했다 두편공개했다 지맘대로 편성이네
1716,2022-08-18 ~ 2022-08-19,하긴 뭐 지 모노라해놓고 환승연애하고 빚갚게한사람도 있는데..그건 모노 논모노 폴리의 문제가 아니라 인성문제라고 생각합니다
1717,2022-08-18 ~ 2022-08-19,환승연애랰ㅋㅋㅋㅋㅋ
1718,2022-08-18 ~ 2022-08-19,환승연애 마땅한 브금이 업내
1719,2022-08-18 ~ 2022-08-19,"남성역에 동근이 숯불치킨 있어

낼 시켜서 환승연애 볼때 먹어야지"
1720,2022-08-18 ~ 2022-08-19,[환승연애2] 과몰입 팬심으로 뮤비까지 만들어 보았어요! BGM 삽입곡 노래 DXWAVE(디엑스웨이브) - Love You Baby https://youtu.be/l9h2Rmc7YUU - @YouTube
1721,2022-08-18 ~ 2022-08-19,맠동 환승연애 보내버리는 상상
1722,2022-08-18 ~ 2022-08-19,"[환승연애2] ""내가 니 마음을 어떻게 알아?"" 솔직한 마음을 털어놓는 희두ㅣ9화 예고 https://youtu.be/nmX5v4G77r8 @YouTube 님이 씀"
1723,2022-08-18 ~ 2022-08-19,[환승연애] 표정 못 숨기는 주휘와 눈치 보는 민영 https://youtube.com/shorts/qnt476o0WHM?feature=share… - @YouTube ㅋㄱㅋㄱㅋㄱㄹㅋㅋㄱㄹㅋㄱㅋㅋㄲㅋㄱㅋㄱㅋㄱㅋㅋㅋ
1724,2022-08-18 ~ 2022-08-19,"환승연애 핌발. 
기껏 영상 만들어놨더니 승양한테 홀라당 뺏긴거 생각하니까 또 뒷골이당기네 아.."
1725,2022-08-18 ~ 2022-08-19,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 주요가 창민이 뒷목? 다친줄…
● 연상헤테로공 = 후회공 법칙…
● 환승연애 쥬큐
● 그 알티하신 영상 말구 원래…
#질문상자 #익명질문모집중"
1726,2022-08-18 ~ 2022-08-19,일단...쏭쏭밤밤켓팅 할거구요... 4시엔 환승연애볼거에요....
1727,2022-08-18 ~ 2022-08-19,"우리큰애가 남이 연애하는게 뭐가 그리 재미있냐고 해요 ㅎㅎㅎ 
SBS 연애는직진도 재미있고 환승연애도 재미있고 넷플릭스 체인지데이즈도 재미있어요"
1728,2022-08-18 ~ 2022-08-19,특히 환승연애 재미있어요
1729,2022-08-20 ~ 2022-08-21,"나 오늘 친구랑 소리지르면서 봄 
쟌도 환승연애... 내가 이러 보여주니까
친구 소리지르면서 미친 것 같다고 함"
1730,2022-08-20 ~ 2022-08-21,환승연애 #루이 ver.
1731,2022-08-20 ~ 2022-08-21,"면땃면, &lt;환승연애>..

본편 링크: https://youtu.be/zHyQ-Gfbbqo"
1732,2022-08-20 ~ 2022-08-21,환승연애 #경노
1733,2022-08-20 ~ 2022-08-21,이게 헌터헌터냐 환승연애냐
1734,2022-08-20 ~ 2022-08-21,"환승연애 유
진짜 안나갈줄 알았던 전남친한테 흘리듯이 얘기해보니까
난 상관없어
이래서 얼떨떨..한 상태로 촬영함…
말그대로 환승연애 난 미련이 없었고 사실 새로운 사람 찾고싶어서 나간건데.. 계속 눈에 밟혀 이오빠가"
1735,2022-08-20 ~ 2022-08-21,환승연애 하면 늘 사당역이 떠오르는 남자
1736,2022-08-20 ~ 2022-08-21,왜 이짝만 환승연애
1737,2022-08-20 ~ 2022-08-21,이거 웆홋 환승연애임? 환연안봐서 룰은잘몰라
1738,2022-08-20 ~ 2022-08-21,"환승연애 
칼윈 김김 윶녕
윶녕위주"
1739,2022-08-20 ~ 2022-08-21,환승 연애 나가고 다른 사람들이랑도 잘 지내는 거 보면서 김손귺 후회도 조금 할 것 같다 자기가 아닌 다른 사람이랑 데이트 나가고 장난도 치고 생활하는 남으욙 보면서 아 쟤는 마음 다 접었구나 이미 늦었구나 하면서
1740,2022-08-20 ~ 2022-08-21,"오늘 계획 

친구랑 카페 갔다가 ‘고기’ 먹고 환승연애"
1741,2022-08-20 ~ 2022-08-21,"[환승연애 버튜버편]
나가오 : https://youtu.be/y8QDEYdjLCw
알반 :  https://youtu.be/a0j2nD8X6E8
소니 : https://youtu.be/_LN3JGXHFZM"
1742,2022-08-20 ~ 2022-08-21,환승연애나 나는 솔로 이런 거 뭔 재미로 봄 ㄹㅇ 어색한 상황 뚝딱 거리는 사람들 미묘한 기류 풍기는 남녀들 보면 개토나옴
1743,2022-08-20 ~ 2022-08-21,환승연애에 이무진 출연한줄...
1744,2022-08-20 ~ 2022-08-21,시밤 지우서준 환승연애 시작했는데 나 벌써 가슴 애려죽겠는데 ㅜ
1745,2022-08-20 ~ 2022-08-21,"보민이 이제 옛날 얼굴이 전혀 없네,,,
걍 환승연애 나올거같음"
1746,2022-08-20 ~ 2022-08-21,"220820[예능연구소 4K 세로캠]

‘Golden Child – Replay’
#최보민https://youtu.be/i2YB4IVC76I
#Yhttps://youtu.be/apc_aGI9AIY
#봉재현https://youtu.be/7NhNx1fBne8
#이장준https://youtu.be/CA6tLWM6UZI
#쇼음악중심 #음중 #골든차일드 #GoldenChild #Replay @GoldenChild"
1747,2022-08-20 ~ 2022-08-21,언니랑환승연애체인지데이즈 나가고싶어요
1748,2022-08-20 ~ 2022-08-21,하… 환승연애 넘 재밌다 바이 버전으로 내면 진짜… 자극이 2의 4승일텐데
1749,2022-08-20 ~ 2022-08-21,"개인적으로 사실..탐라에 누가들어오든 어떤 장르가 유입되든 트윗 다 확인하고 함께즐기는편인데
진짜 안궁금한 얘기 두개
1. 야구
2. 환승연애"
